web-scraper-order,web-scraper-start-url,nome,esporte,perfil,perfil-href,ficha,bio
"1649262933-523","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=2","Ana Sátila","Canoagem Slalom","Ana Sátila
																													

														
															Canoagem Slalom
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/ana-satila-vieira-vargas/","Nome completo: Ana Sátila Vieira Vargas

                                                        
                                                        
                                                                                                                    Data de nascimento: 13/03/1996

                                                        
                                                                                                                    Local de nascimento: Iturama, MG","Ana Sátila começou a remar aos nove anos, por influência do pai, em Primavera do Leste (MT). Depois, tornaria-se o principal nome da canoagem slalom brasileira. Foi a mais jovem integrante da delegação brasileira nos Jogos de Londres 2012 e, aos 20 anos, teve sua segunda experiência olímpica, no Rio 2016. Em Jogos Pan-americanos, Ana Sátila já soma três medalhas de ouro e uma de prata após participações em Toronto 2015 e Lima 2019."
"1649261066-254","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=11","Marcelo Vieira","Futebol","Marcelo Vieira
																													

														
															Futebol
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/marcelo-vieira-da-silva-junior/","Nome completo: Marcelo Vieira da Silva Júnior

                                                        
                                                        
                                                                                                                    Data de nascimento: 12/05/1988

                                                        
                                                                                                                    Local de nascimento: Rio de Janeiro, RJ","Revelado no Fluminense, Marcelo atua no Real Madrid desde o segundo semestre de 2006. Substituto do também brasileiro Roberto Carlos no clube espanhol, o lateral esquerdo disputou duas edições dos Jogos Olímpicos, em Pequim 2008 e Londres 2012, tendo conquistado medalhas em ambas."
"1649261944-381","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=7","Fernando Reis","Levantamento de Pesos","Fernando Reis
																													

														
															Levantamento de Pesos
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/fernando-saraiva-reis/","Nome completo: Fernando Saraiva Reis

                                                        
                                                        
                                                                                                                    Data de nascimento: 10/03/1990

                                                        
                                                                                                                    Local de nascimento: São Paulo, SP","Principal halterofilista brasileiro de todos os tempos, Fernando Reis é tricampeão dos Jogos Pan-americanos (Guadalajara 2011, Toronto 2015 e Lima 2019). O atleta tem mais de 150kg e integra a equipe do Pinheiros (SP). O halterofilista, no entanto, mora há alguns anos em Miami (EUA). Em março de 2020, a Federação Internacional de Levantamento de Pesos (IWF) comunicou que o uzbeque Djangabaev Rustam, que havia conquistado medalha no Campeonato Mundial da modalidade em 2018, foi oficialmente desqualificado da prova. Com isso, Reis herdou a medalha de bronze e passou a ser o primeiro brasileiro medalhista em Campeonatos Mundiais da categoria na história do país."
"1649262502-461","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=4","Cláudio Roberto","Atletismo","Cláudio Roberto
																													

														
															Atletismo
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/claudio-roberto-de-sousa/","Nome completo: Cláudio Roberto de Sousa

                                                        
                                                        
                                                                                                                    Data de nascimento: 14/10/1973

                                                        
                                                                                                                    Local de nascimento: Teresina, PI",""
"1649261535-323","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=9","Joanna Maranhão","Natação","Joanna Maranhão
																													

														
															Natação
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/joanna-de-albuquerque-maranhao-bezerra-melo/","Nome completo: Joanna de Albuquerque Maranhão Bezerra Melo

                                                        
                                                        
                                                                                                                    Data de nascimento: 29/04/1987

                                                        
                                                                                                                    Local de nascimento: Recife, PE","Uma das nadadoras mais talentosas e completas do país, Joanna Maranhão tem oito medalhas em Jogos Pan-americanos: três de prata e cinco de bronze, entre as edições de Santo Domingo 2003 e Toronto 2015. Aos 17 anos, obteve o melhor resultado da história da natação feminina brasileira em Jogos Olímpicos: o quinto lugar nos 400m medley, em Atenas 2004."
"1649262828-508","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=3","Antony","Futebol","Antony
																													

														
															Futebol
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/antony/","Nome completo: Antony Matheus dos Santos

                                                        
                                                        
                                                                                                                    Data de nascimento: 24/02/2000

                                                        
                                                                                                                    Local de nascimento: Osasco, SP","Antony integrou a seleção de futebol bicampeão olímpica em Tóquio 2020. O jogador chegou com dez anos ao São Paulo, clube que defendeu por uma década. Nas categorias de base e no profissional, foi treinado por André Jardine, um grande admirador de seu futebol."
"1649260884-228","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=12","Mauro Galvão","Futebol","Mauro Galvão
																													

														
															Futebol
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/mauro-geraldo-galvao/","Nome completo: Mauro Geraldo Galvão

                                                        
                                                        
                                                                                                                    Data de nascimento: 19/12/1961

                                                        
                                                                                                                    Local de nascimento: Porto Alegre, RS","Mauro Galvão era um líder dentro de campo desde jovem, quando surgiu no Internacional. Sua técnica era tão apurada que muitos técnicos, sobretudo no início de sua carreira, tentaram adaptá-lo a outras funções que não a de zagueiro. Foi medalhista de prata nos Jogos Olímpicos Los Angeles 1984, campeão da Copa América de 1989 e disputou a Copa do Mundo de 1990. Teve passagens com sucesso por Botafogo, Grêmio e Vasco, encerrando sua carreira com mais de 40 anos."
"1649261345-295","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=10","Lara Cianciarulo","Nado Artístico","Lara Cianciarulo
																													

														
															Nado Artístico
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/lara-puglia-teixeira-cianciarulo/","null","null"
"1649261748-352","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=8","Gustavo Endres","Vôlei","Gustavo Endres
																													

														
															Vôlei
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/gustavo-endres/","Nome completo: Gustavo Endres

                                                        
                                                        
                                                                                                                    Data de nascimento: 23/08/1975

                                                        
                                                                                                                    Local de nascimento: Passo Fundo, RS","Em 1993, foi aprovado na tradicional peneira do Banespa. Em menos de uma temporada, já integrava a seleção juvenil. Recebeu a primeira chance na seleção principal em 1997, tendo sido eleito o melhor bloqueador dos Jogos Olímpicos Pequim 2008. É irmão do ponteiro Murilo."
"1649259738-64","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=17","Yane Marques","Pentatlo Moderno","Yane Marques
																													

														
															Pentatlo Moderno
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/yane-marcia-campos-da-fonseca-marques/","Nome completo: Yane Márcia Campos da Fonseca Marques

                                                        
                                                        
                                                                                                                    Data de nascimento: 07/01/1984

                                                        
                                                                                                                    Local de nascimento: Afogados da Ingazeira, PE","O início da carreira de Yane Marques coincide com a fundação da Federação Pernambucana de Pentatlo Moderno. Em 2003, a entidade organizou uma prova de biatlo para selecionar potenciais pentatletas e viu Yane, até então praticante de natação, se destacar. Os resultados logo apareceram e, em apenas quatro anos, a pernambucana já havia conquistado a medalha de ouro nos Jogos Pan-americanos Rio 2007."
"1649259940-92","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=16","Thiago Pereira","Natação","Thiago Pereira
																													

														
															Natação
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/thiago-machado-vilela-pereira/","Nome completo: Thiago Machado Vilela Pereira

                                                        
                                                        
                                                                                                                    Data de nascimento: 26/01/1986

                                                        
                                                                                                                    Local de nascimento: Volta Redonda, RJ","Thiago Pereira é o maior medalhista da história dos Jogos Pan-americanos. Com as cinco conquistas em Toronto 2015, o nadador chegou a 23 (15 ouros, 4 pratas e 4 bronzes), superando o ex-ginasta cubano Erick López (22). Não por acaso, recebeu o apelido de “Mister Pan” e foi escolhido para ser o porta-bandeira da delegação brasileira na cerimônia de abertura do Pan de Toronto. Em 2010, o carioca também foi o Rei da Copa do Mundo de natação, disputada em piscina curta, com 22 medalhas (19 ouros e 3 pratas). No entanto, sua principal conquista foi a medalha de prata em Londres 2012, quando superou o norte-americano Michael Phelps nos 400m medley."
"1649261623-334","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=8","Iziane","Basquete","Iziane
																													

														
															Basquete
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/iziane-castro-marques/","Nome completo: Iziane Castro Marques

                                                        
                                                        
                                                                                                                    Data de nascimento: 13/03/1982

                                                        
                                                                                                                    Local de nascimento: São Luis, MA","Iziane deixou o Maranhão aos 15 anos para se tornar jogadora de basquete. Habilidosa em quadra, a ala foi um dos principais nomes da seleção brasileira após a aposentadoria de Janeth Arcain. Além de se destacar com a camisa verde-amarela, tendo conquistado a medalha de bronze nos Jogos Pan-americanos Guadalajara 2011, atuou no basquete norte-americano (WNBA) por mais de uma década. Após deixar as quadras, passou a integrar a Comissão de Atletas do COB."
"1649261377-299","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=9","Kelvin Hoefler","Skate","Kelvin Hoefler
																													

														
															Skate
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/kelvin-hoefler/","Nome completo: Kelvin Hoefler

                                                        
                                                        
                                                                                                                    Data de nascimento: 10/02/1993

                                                        
                                                                                                                    Local de nascimento: Itanhaém, SP","O skatista abriu o quadro de medalhas brasileiro nos Jogos Olímpicos de Tóquio com a prata no skate street. Na estreia da modalidade no programa olímpico, o Brasil conquistou 3 pratas. Kelvin, campeão mundial de 2015, começou a andar de skate dentro de casa: saía da cozinha e ia até a garagem, passando na frente da televisão da sala. Algum tempo depois, o pai improvisou uma mini rampa no quintal da casa em que moravam."
"1649260618-190","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=13","Peter Ficker","Vela","Peter Ficker
																													

														
															Vela
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/peter-ficker/","Nome completo: Peter Ficker

                                                        
                                                        
                                                                                                                    Data de nascimento: 08/06/1951

                                                        
                                                                                                                    Local de nascimento: São Paulo, SP","null"
"1649260829-220","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=12","Mônica de Paula","Futebol","Mônica de Paula
																													

														
															Futebol
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/monica-angelica-de-paula/","Nome completo: Mônica Angélica de Paula

                                                        
                                                        
                                                                                                                    Data de nascimento: 04/04/1978

                                                        
                                                                                                                    Local de nascimento: São Carlos, SP","Praticar esportes sempre foi uma das paixões de Mônica. Começou no basquete e chegou a jogar ao lado de Adrianinha e Kelly, mas acabou se profissionalizando no vôlei. Grávida, interrompeu sua carreira em 1998. Foi aí que o futebol entrou na vida de Mônica. Em menos de um ano na modalidade, a zagueira foi convocada para disputar os Jogos Olímpicos Sidney 2000. No ciclo seguinte, em Atenas 2004, conquistou a tão sonhada medalha olímpica."
"1649262749-497","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=3","Beatriz (Bia)","Futebol","Beatriz (Bia)
																													

														
															Futebol
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/beatriz-zaneratto-joao-bia/","null","null"
"1649261059-253","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=11","Márcia Fu","Vôlei","Márcia Fu
																													

														
															Vôlei
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/marcia-regina-cunha/","Nome completo: Márcia Regina Cunha

                                                        
                                                        
                                                                                                                    Data de nascimento: 26/07/1969

                                                        
                                                                                                                    Local de nascimento: Juiz de Fora, MG","Márcia Fu era uma jogadora versátil: atuou como meio de rede, ponteira e oposto. Eficiente em quase todos os fundamentos e vibrante em quadra, a atleta disputou três Jogos Olímpicos: Seul 1988, Barcelona 1992 e Atlanta 1996. Após a conquista da medalha de bronze em sua despedida olímpica, a atleta se despediu da seleção. Chegou a se arriscar no hipismo, mas ainda voltou a jogar vôlei pelo Vasco da Gama no início dos anos 2000."
"1649263014-535","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=2","Amaral","Futebol","Amaral
																													

														
															Futebol
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/alexandre-da-silva-mariano/","Nome completo: Alexandre da Silva Mariano

                                                        
                                                        
                                                                                                                    Data de nascimento: 28/02/1973

                                                        
                                                                                                                    Local de nascimento: Capivari, SP","Amaral recebeu esse apelido por causa da semelhança física com o zagueiro que defendeu o Corinthians nos anos 1970. Antes de ser jogador de futebol, foi coveiro por quatro anos. Destacou-se no Palmeiras do início da década de 1990, que conquistou o bicampeonato paulista e brasileiro (1993 e 1994). Bom marcador, o volante recebeu uma chance na seleção olímpica em Atlanta 1996 e conquistou a medalha de bronze."
"1649260658-196","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=13","Paulão","Vôlei","Paulão
																													

														
															Vôlei
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/paulo-andre-jukoski-da-silva/","Nome completo: Paulo André Jukoski da Silva

                                                        
                                                        
                                                                                                                    Data de nascimento: 24/12/1963

                                                        
                                                                                                                    Local de nascimento: Porto Alegre, RS","Paulão levava uma vida de fazendeiro. O vôlei surgiu da necessidade de completar um time, onde seria reserva, e da vontade de matar aula no colégio. A contusão de um companheiro lhe rendeu uma chance e nunca mais largou o esporte. Defendeu a seleção brasileira em três Jogos Olímpicos, tendo sido capitão da equipe em Atlanta 1996."
"1649261937-380","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=7","Fernando Scheffer","Natação","Fernando Scheffer
																													

														
															Natação
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/fernando-scheffer/","Nome completo: Fernando Muhlenberg Scheffer

                                                        
                                                        
                                                                                                                    Data de nascimento: 06/04/1998

                                                        
                                                                                                                    Local de nascimento: Canoas, RS","Em 2018, Fernando Scheffer
integrou o revezamento 4x200m livre que bateu o recorde
mundial de piscina curta e levou o ouro no Mundial de
Hangzhou (China). No ano seguinte, conquistou duas medalhas douradas e uma de prata nos Jogos Pan-americanos Lima 2019. E, para fechar o ciclo olímpico, foi medalhista de bronze nos 200m livre em Tóquio, com direito a quebra de recorde sul-americano."
"1649260665-197","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=13","Paula Pequeno","Vôlei","Paula Pequeno
																													

														
															Vôlei
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/paula-renata-marques-pequeno/","Nome completo: Paula Renata Marques Pequeno

                                                        
                                                        
                                                                                                                    Data de nascimento: 22/01/1982

                                                        
                                                                                                                    Local de nascimento: Brasília, DF","Os primeiros Jogos Olímpicos de Paula Pequeno deveriam ser os de Atenas 2004, mas uma lesão no ligamento do joelho esquerdo adiou o sonho. No fim de 2005, a atleta anunciou que estava grávida e voltou a se afastar temporariamente das quadras. Já em Pequim 2008, a ponteira não só conquistou a medalha de ouro olímpica como ainda foi eleita a melhor jogadora da competição. Em Londres 2012, despediu-se da seleção com o bicampeonato olímpico."
"1649260598-187","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=13","Poliana Okimoto","Águas Abertas","Poliana Okimoto
																													

														
															Águas Abertas
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/poliana-okimoto-cintra/","Nome completo: Poliana Okimoto Cintra

                                                        
                                                        
                                                                                                                    Data de nascimento: 08/03/1983

                                                        
                                                                                                                    Local de nascimento: São Paulo, SP","Poliana sempre competiu provas mais longas, mas inicialmente na piscina. Quando as maratonas aquáticas passaram a integrar o programa dos principais eventos esportivos, a nadadora passou a competir em águas abertas. Disputou três Jogos Olímpicos, tendo conquistado o bronze justamente em sua última participação (Rio 2016). Foi ainda medalhista de prata nos Jogos Pan-americanos Rio 2007 e Guadalajara 2011, sempre nos 10km."
"1649261594-331","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=8","Janeth Arcain","Basquete","Janeth Arcain
																													

														
															Basquete
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/janeth-dos-santos-arcain/","Nome completo: Janeth dos Santos Arcain

                                                        
                                                        
                                                                                                                    Data de nascimento: 11/04/1969

                                                        
                                                                                                                    Local de nascimento: São Paulo, SP","O Mundial de 1983, realizado no Brasil, foi a inspiração para que Janeth começasse a jogar basquete. Ao assistir a seleção no torneio, a jovem começou a sonhar que um dia poderia ser a sua vez. No fim, sua trajetória acabou sendo muito melhor do que imaginara: foram 22 anos de seleção brasileira, com duas medalhas olímpicas, em Atlanta 1996 e Sidney 2000, e quatro participações nos Jogos – disputaria ainda as edições de Barcelona 1992 e Atenas 2004 –, três medalhas pan-americanas, sendo a última em casa, e um título mundial. Depois de Paula e Hortência, Janeth foi a principal jogadora do basquete feminino brasileiro. Em 2009, decidiu transmitir o seu conhecimento às jovens atletas do país, tornando-se técnica das categorias de base da seleção feminina."
"1649262674-486","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=3","Bruninho","Vôlei","Bruninho
																													

														
															Vôlei
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/bruno-mossa-de-rezende/","Nome completo: Bruno Mossa de Rezende

                                                        
                                                        
                                                                                                                    Data de nascimento: 02/07/1986

                                                        
                                                                                                                    Local de nascimento: Rio de Janeiro, RJ","Filho dos ex-jogadores Vera Mossa e Bernardinho, o levantador Bruninho despontou no vôlei atuando pela equipe de Florianópolis. Em 2007, sagrou-se campeão dos Jogos Pan-americanos Rio 2007 e nunca mais abandonou a seleção brasileira. Tem três medalhas olímpicas e foi capitão na campanha vitoriosa do Rio 2016."
"1649261072-255","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=11","Marcelo Negrão","Vôlei","Marcelo Negrão
																													

														
															Vôlei
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/marcelo-teles-negrao/","Nome completo: Marcelo Teles Negrão

                                                        
                                                        
                                                                                                                    Data de nascimento: 10/10/1972

                                                        
                                                                                                                    Local de nascimento: São Paulo, SP","Titular da seleção desde os 18 anos, Negrão ficou conhecido pela força do saque. Ganhou vários prêmios individuais ao longo da carreira: melhor atacante da Liga Mundial (1990), dos Jogos Olímpicos Barcelona 1992 e melhor jogador do mundo (1993). No fim da carreira, tentou a sorte no vôlei de praia."
"1649260021-104","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=16","Tamires Gomes","Futebol","Tamires Gomes
																													

														
															Futebol
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/tamires-cassia-dias-gomes/","null","null"
"1649261581-329","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=8","Jaqueline Carvalho","Vôlei","Jaqueline Carvalho
																													

														
															Vôlei
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/jaqueline-maria-pereira-de-carvalho-endres/","Nome completo: Jaqueline Maria Pereira de Carvalho Endres

                                                        
                                                        
                                                                                                                    Data de nascimento: 31/12/1983

                                                        
                                                                                                                    Local de nascimento: Recife, PE","Jaqueline começou a praticar vôlei em sua cidade-natal, Recife, e se destacou rapidamente. Foi campeã mundial infanto-juvenil e juvenil pela seleção brasileira, mas os dois momentos mais marcantes de sua carreira foram as medalhas de ouro nos Jogos Olímpicos Pequim 2008 e Londres 2012. Na segunda conquista, inclusive, Jaque foi uma das principais jogadoras da final contra os EUA, tendo anotado 18 pontos de ataque. Já em 2013, interrompeu a carreira brevemente para o nascimento do filho Arthur."
"1649262398-446","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=5","Daniele Hypolito","Ginástica Artística","Daniele Hypolito
																													

														
															Ginástica Artística
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/daniele-matias-hypolito/","Nome completo: Daniele Matias Hypolito

                                                        
                                                        
                                                                                                                    Data de nascimento: 08/09/1984

                                                        
                                                                                                                    Local de nascimento: Santo André, SP","Ginasta brasileira com mais participações em Jogos Olímpicos (cinco), Daniele Hypolito é uma das atletas mais completas e longevas do país na modalidade. Vice-campeã mundial no solo, em 2001, Dani tem ainda nove medalhas em Jogos Pan-americanos: três pratas e seis bronzes, entre Winnipeg 1999 e Toronto 2015."
"1649260733-207","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=13","Nelson Prudêncio","Atletismo","Nelson Prudêncio
																													

														
															Atletismo
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/nelson-prudencio/","Nome completo: Nelson Prudêncio

                                                        
                                                        
                                                                                                                    Data de nascimento: 04/04/1944","Sucessor de Adhemar Ferreira da Silva no salto triplo, Nelson Prudêncio conquistou duas medalhas olímpicas e outras duas pan-americanas. Na Cidade do México, em 1968, o triplista chegou a bater o recorde mundial da prova, mas acabou superado logo depois pelo soviético Viktor Saneyev. O que torna a façanha de Prudêncio ainda mais impressionante é a rotina que o atleta levava no Brasil. Além de treinar, ele estudava e trabalhava em uma fábrica de costura em Jundiaí, interior de São Paulo. Após encerrar sua carreira de atleta, Prudêncio se tornou professor da Universidade Federal de São Carlos e vice-presidente da Confederação Brasileira de Atletismo (CBAt)."
"1649259686-58","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=18","Zé Maria","Futebol","Zé Maria
																													

														
															Futebol
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/jose-marcelo-ferreira/","Nome completo: José Marcelo Ferreira

                                                        
                                                        
                                                                                                                    Data de nascimento: 25/07/1973

                                                        
                                                                                                                    Local de nascimento: Oeiras, PI","Zé Maria se mudou ainda garoto para São Paulo, onde começou a jogar futebol. Revelado na Portuguesa, o lateral direito estava no Flamengo quando foi convocado para representar o Brasil nos Jogos Olímpicos Atlanta 1996. Passou boa parte da carreira na Itália, onde mora até hoje. Possui uma escolinha de futebol na cidade de Perugia."
"1649262344-438","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=5","Deonise","Handebol","Deonise
																													

														
															Handebol
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/deonise-fachinello-cavaleiro/","Nome completo: Deonise Fachinello Cavaleiro

                                                        
                                                        
                                                                                                                    Data de nascimento: 20/06/1983

                                                        
                                                                                                                    Local de nascimento: Santa Rosa, RS","Uma das atletas mais vencedoras do handebol brasileiro, Deonise foi campeã mundial na Sérvia em 2013 e tetracampeã dos Jogos Pan-americanos (Rio 2007 a Lima 2019). A armadora direita disputou também três edições dos Jogos Olímpicos: Pequim 2008, Londres 2012 e Rio 2016."
"1649262357-440","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=5","Dayane Rocha","Futebol","Dayane Rocha
																													

														
															Futebol
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/dayane-de-fatima-rocha/","Nome completo: Dayane de Fátima Rocha

                                                        
                                                        
                                                                                                                    Data de nascimento: 13/05/1985

                                                        
                                                                                                                    Local de nascimento: Curitiba, PR","Dayane estava se preparando para o Mundial Sub-19 quando foi convocada às pressas para disputar os Jogos Olímpicos Atenas 2004. Ela substituiu Kelly, que sofreu uma lesão no ombro e precisou ser cortada. Acabou premiada com a medalha de prata."
"1649261180-270","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=10","Luiz Felipe Azevedo","Hipismo","Luiz Felipe Azevedo
																													

														
															Hipismo
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/luiz-felipe-cortizo-goncalves-de-azevedo/","Nome completo: Luiz Felipe Cortizo Gonçalves de Azevedo

                                                        
                                                        
                                                                                                                    Data de nascimento: 17/08/1953","Luiz Felipe Azevedo, o Felipinho, é um dos cavaleiros mais talentosos do Brasil. Além de ter participado das principais competições do hipismo mundial, o atleta se especializou em provas de potência, conhecidas também como o “salto em altura” do hipismo. Felipinho já superou os 2,30m de altura com sua montaria. Representando o Time Brasil, fez a sua estreia nos Jogos Pan-americanos Caracas 1983. Nos dois Jogos Olímpicos que participou, voltou para casa com duas medalhas de bronze. É proprietário de um centro equestre em Miguel Pereira, no Rio de Janeiro."
"1649259892-86","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=17","Ubiratan","Basquete","Ubiratan
																													

														
															Basquete
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/ubiratan-pereira-maciel/","Nome completo: Ubiratan Pereira Maciel

                                                        
                                                        
                                                                                                                    Data de nascimento: 18/01/1944

                                                        
                                                                                                                    Local de nascimento: São Paulo, SP","Ubiratan jogou futebol e treinou salto em altura antes de ir para o basquete. Sua altura foi determinante para a mudança de modalidade. O pivô foi uma peça fundamental no crescimento do basquete brasileiro. Além de todas as conquistas pela seleção, como a medalha olímpica e as três pan-americanas, Ubiratan foi o primeiro atleta brasileiro a ser negociado com o exterior: defendeu o Sprungen, da Itália. Faz parte do Hall da Fama de Springfield, nos Estados Unidos, desde 2010."
"1649260036-106","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=16","Taffarel","Futebol","Taffarel
																													

														
															Futebol
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/claudio-andre-mergen-taffarel/","Nome completo: Cláudio André Mergen Taffarel

                                                        
                                                        
                                                                                                                    Data de nascimento: 08/05/1966

                                                        
                                                                                                                    Local de nascimento: Santa Rosa, RS","Taffarel é um dos maiores goleiros da história do país. Especialista em defender pênaltis, o atleta chamou a atenção dos brasileiros ao defender três pênaltis na semifinal dos Jogos Olímpicos Seul 1988, contra a Alemanha Ocidental. Disputou as Copas do Mundo de 1990, 1994 e 1998, sendo novamente decisivo nas últimas duas. Na final do Mundial dos Estados Unidos, agarrou a cobrança do italiano Massaro. Já na semifinal de 1998, contra a Holanda, defendeu outras duas penalidades e garantiu o Brasil na final contra a França. Revelado no Internacional, Taffarel atuou também por Atlético Mineiro, Galatasaray (Turquia), Parma (Itália) e Reggiana (Itália). Após encerrar a carreira de jogador, arriscou-se como empresário e preparador de goleiros, voltando à seleção nesta segunda função."
"1649262522-464","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=4","Cláudia Pastor","Basquete","Cláudia Pastor
																													

														
															Basquete
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/claudia-maria-pastor/","Nome completo: Cláudia Maria Pastor

                                                        
                                                        
                                                                                                                    Data de nascimento: 15/07/1971

                                                        
                                                                                                                    Local de nascimento: Barão de Cocais, MG","Cláudia Pastor começou a jogar basquete por causa do irmão, ex-atleta do Minas. Destacou-se em Piracicaba, recebendo a primeira chance na seleção juvenil em 1990. Foi campeã sul-americana com a equipe, no Equador. Cinco anos mais tarde, a pivô disputou o sul-americano adulto, no Brasil, dando um passo importante para garantir sua vaga no grupo que foi medalha de prata nos Jogos Olímpicos Atlanta 1996. No ano seguinte, sofreu uma grave contusão no joelho. Ainda tentou voltar às quadras depois, mas optou pela aposentadoria."
"1649260255-137","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=15","Rosamaria","Vôlei","Rosamaria
																													

														
															Vôlei
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/rosamaria-montibeller/","Nome completo: Rosamaria Montibeller

                                                        
                                                        
                                                                                                                    Data de nascimento: 09/04/1994

                                                        
                                                                                                                    Local de nascimento: Nova Trento, SC","Rosamaria foi uma “coringa” na seleção de
Zé Roberto Guimarães nos Jogos Olímpicos Tóquio 2020, já que era a única jogadora do elenco
capaz de atuar em duas posições: ponta e oposta."
"1649259791-72","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=17","Walter Carmona","Judô","Walter Carmona
																													

														
															Judô
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/walter-carmona/","Nome completo: Walter Carmona

                                                        
                                                        
                                                                                                                    Data de nascimento: 21/06/1957

                                                        
                                                                                                                    Local de nascimento: São Paulo, SP","Walter Carmona esteve em três edições dos Jogos Olímpicos e cada uma reservou momentos especiais ao judoca. Em Moscou 1980, além de sua estreia no evento, o atleta competiu em duas categorias: médio e aberta (peso livre). Já em Los Angeles 1984, Carmona conquistou a medalha de bronze olímpica. Por fim, em Seul 1988, o judoca teve a honra de ser o porta-bandeira da delegação brasileira na cerimônia de abertura dos Jogos."
"1649260165-124","https://www.cob.org.br/pt/cob/time-brasil/atletas?&page=15","Santos","Futebol","Santos
																													

														
															Futebol
															+","https://www.cob.org.br/pt/cob/time-brasil/atletas/santos/","Nome completo: Aderbar Melo dos Santos Neto

                                                        
                                                        
                                                                                                                    Data de nascimento: 17/03/1990

                                                        
                                                                                                                    Local de nascimento: Campina Grande, PB",""
